discomfort,ev_lmt_bef,ev_lmt_aft,ev_lmt_fnl,ev_deviation,ev_deviation_per,,ev_mean,ev_median,ev_mode,ev_std,ev_.25,ev_.5,ev_.75,ev_fnl,ev_dev,ls_mean,ls_median,ls_mode,ls_std,ls_.25,ls_.5,ls_.75,ls_fnl,ls_dev,omega_mean,omega_median,omega_mode,omega_std,omega_.25,omega_.5,omega_.75,omega_fnl,omega_dev,pos_mean,pos_median,pos_mode,pos_std,pos_.25,pos_.5,pos_.75,pos_fnl,pos_dev,lb_mean,lb_median,lb_mode,lb_std,lb_.25,lb_.5,lb_.75,lb_fnl,lb_dev,edir_mean,edir_median,edir_mode,edir_std,edir_.25,edir_.5,edir_.75,edir_fnl,edir_dev,eindir_mean,eindir_median,eindir_mode,eindir_std,eindir_.25,eindir_.5,eindir_.75,eindir_fnl,eindir_dev,log_gc_mean,log_gc_median,log_gc_mode,log_gc_std,log_gc_.25,log_gc_.5,log_gc_.75,log_gc_fnl,log_gc_dev,dgp_mean,dgp_median,dgp_mode,dgp_std,dgp_.25,dgp_.5,dgp_.75,dgp_fnl,dgp_dev,cgi_mean,cgi_median,cgi_mode,cgi_std,cgi_.25,cgi_.5,cgi_.75,cgi_fnl,cgi_dev,dgi_mean,dgi_median,dgi_mode,dgi_std,dgi_.25,dgi_.5,dgi_.75,dgi_fnl,dgi_dev,dgi_mod_mean,dgi_mod_median,dgi_mod_mode,dgi_mod_std,dgi_mod_.25,dgi_mod_.5,dgi_mod_.75,dgi_mod_fnl,dgi_mod_dev,av_lum_mean,av_lum_median,av_lum_mode,av_lum_std,av_lum_.25,av_lum_.5,av_lum_.75,av_lum_fnl,av_lum_dev,med_lum_mean,med_lum_median,med_lum_mode,med_lum_std,med_lum_.25,med_lum_.5,med_lum_.75,med_lum_fnl,med_lum_dev,ugr_mean,ugr_median,ugr_mode,ugr_std,ugr_.25,ugr_.5,ugr_.75,ugr_fnl,ugr_dev,ugp_mean,ugp_median,ugp_mode,ugp_std,ugp_.25,ugp_.5,ugp_.75,ugp_fnl,ugp_dev,ugr_exp_mean,ugr_exp_median,ugr_exp_mode,ugr_exp_std,ugr_exp_.25,ugr_exp_.5,ugr_exp_.75,ugr_exp_fnl,ugr_exp_dev,av_lum_cie_mean,av_lum_cie_median,av_lum_cie_mode,av_lum_cie_std,av_lum_cie_.25,av_lum_cie_.5,av_lum_cie_.75,av_lum_cie_fnl,av_lum_cie_dev
No,770,150,460,-620,0.805194805,,443.5291229,225.520298,200.284396,285.8438325,200.284396,225.520298,785.1250845,471.1068365,1.464895387,5102.473987,3878.381185,3382.230597,1860.368105,3465.496515,3878.381185,7334.858099,5635.444041,0.868323216,0.053665105,0.001076997,0.000160499,0.062009282,0.000393565,0.001076997,0.125729636,0.063563613,2.36577997,4.916476823,4.473577,4.473577,1.380790269,4.473577,4.473577,4.9817105,5.884052,1.095280664,65.33311789,66.5865305,63.617509,6.854574732,62.76630625,66.5865305,68.39818,55.6312145,0.617079213,238.2790768,2.1985355,0.424095,281.0424722,0.7874095,2.1985355,573.5359615,296.336219,2.479799552,205.2500432,209.187755,199.8602989,21.53428162,197.1861666,209.187755,214.8792198,174.7706148,0.617079213,0.154694569,0.00772365,0,0.177438413,0.000399408,0.00772365,0.362168769,0.191956735,2.437994909,0.200236121,0.173937556,0.171756694,0.033022716,0.171756694,0.173937556,0.239409588,0.2052756,0.354633667,12.02794436,4.789667514,0,12.22909262,0,4.789667514,26.13363948,14.82443489,2.316490551,6.396251046,0,0,9.295861511,-0.591346979,0,17.05241712,7.46071924,3.765029291,6.844921148,1.387574797,0,8.297097612,0,1.387574797,16.38295767,8.130535496,3.054975709,118.6410719,60.4275785,42.592721,77.96976909,48.87057175,60.4275785,211.860597,127.7572185,1.468840606,22.81038635,11.24385,7.864554,15.34883478,9.22813775,11.24385,40.76782975,23.5450945,1.495155341,10.4310995,1.560346134,0,12.38638863,0,1.560346134,24.77209499,12.65351278,2.874959711,0.299765526,0.164373294,0,0.266177077,0.020541808,0.164373294,0.602194354,0.376047618,2.03792551,4.544706351,0,0,12.08543818,-6.8127498,0,17.85148212,4.050679805,7.167065591,141.1797046,71.78534039,63.7525033,90.98691779,63.7525033,71.78534039,249.9130763,149.9579635,1.464895387
Yes,900,210,555,-690,0.766666667,,563.250568,285.93245,234.49007,398.547962,234.49007,285.93245,1048.762617,566.4023135,1.68833447,5626.289217,3866.407051,3000.810274,3069.212092,3000.810274,3866.407051,9309.098237,5940.949282,1.297492074,0.059113373,0.00127055,1.23E-05,0.065987428,1.23E-05,0.00127055,0.134265759,0.065569176,2.322070082,7.088049968,4.4603255,11.041248,3.266221339,4.369216,4.4603255,11.041248,3.7985105,1.103992358,76.96032635,74.636227,74.636227,11.58496056,74.636227,74.636227,87.675099,68.012809,0.786812256,321.4725683,2.339822,0.013443,383.58235,0.013443,2.339822,781.6727285,352.73377,2.74558913,241.7779959,234.4766224,234.4766224,36.39522698,234.4766224,234.4766224,275.4394469,213.6685411,0.786812256,0.165339419,0.000665789,0,0.185021134,0,0.000665789,0.378372356,0.19654283,2.375740811,0.208240967,0.176784235,0.173764567,0.039735645,0.173764567,0.176784235,0.255870454,0.211290448,0.435723557,11.27368319,0,0,14.7067744,0,0,27.78082553,10.28290524,4.023482971,6.000619305,0,0,11.38033463,0,0,17.96048852,2.830381121,6.773506094,6.174434994,0,0,10.37803802,0,0,17.28292928,3.788435805,6.019802368,151.1136548,71.668961,62.713319,107.3157421,62.713319,71.668961,282.0537683,152.8665025,1.692112928,29.33226066,13.4303105,11.897305,21.22869741,11.897305,13.4303105,56.606293,27.2614405,1.737342566,9.973453828,0,0,14.60842203,0,0,26.15860851,8.046946185,4.687769927,0.28663725,0.061523418,0,0.299261296,0,0.061523418,0.625521975,0.332037901,2.20806923,5.415813324,0,0,13.62975144,0,0,19.28684399,0.277308695,8.86970044,179.2882242,91.01512562,74.64050749,126.8617564,74.64050749,91.01512562,333.8315093,180.2914559,1.68833447
No,150,120,135,-30,0.2,,254.7573644,188.261498,131.762901,163.6819775,150.355482,188.261498,253.9287083,143.152757,1.99855773,4399.247966,3503.847131,3030.776975,2195.086101,3137.785723,3503.847131,3888.63834,3254.818468,1.52212621,0.023943411,0.001368399,4.36E-05,0.027849886,0.000203596,0.001368399,0.055062062,0.000203988,2.607607597,3.459564379,3.48809,3.50112,0.414542246,3.143279,3.48809,3.50112,3.464931,0.465848825,45.40107241,47.700962,41.909038,10.16569162,41.909038,47.700962,53.98415375,45.393619,0.734087645,112.1263565,3.260042,0.101774,158.7785672,0.498487,3.260042,161.7996248,0.544496,4.137084165,142.6316755,149.8569918,131.6611259,31.93646211,131.6611259,149.8569918,169.5962208,142.60826,0.734087645,0.250018912,0.016495042,0,0.290083594,0,0.016495042,0.562776,0.006469801,2.607508429,0.197905993,0.171324077,0.167734482,0.034730027,0.168825867,0.171324077,0.22668783,0.168996995,0.452383207,11.70293948,6.387802875,0,12.03107474,0,6.387802875,23.5246597,2.747924424,2.646907846,7.438806109,0.902036115,0,8.822536703,0,0.902036115,16.49108162,0.050861763,3.631188425,7.617503194,3.096126598,0,8.273678464,0,3.096126598,15.94325507,1.163125991,3.157069713,58.09609291,42.0427675,30.618302,37.13385632,33.9069015,42.0427675,58.147657,33.159113,1.97945394,10.83042876,7.465826,5.602395,7.390507191,5.97242325,7.465826,10.7315485,5.9698265,2.069633207,10.71775116,3.161730497,0,11.91476235,0,3.161730497,22.82560941,1.131870099,3.095759137,0.283689469,0.190521995,0,0.276200474,0,0.190521995,0.567997097,0.087745401,2.28141527,5.33115311,0,0,9.500933383,0,0,14.1842995,-3.85804421,6.494361962,81.09178768,59.925496,41.94143402,52.10159163,47.85963636,59.925496,80.82801822,45.56693779,1.99855773
No,760,820,790,60,0.078947368,,638.087622,796.9277735,398.390192,245.3461481,391.4195595,796.9277735,856.8332775,839.0342125,0.997228059,6283.800799,7761.672494,3843.340088,2264.697769,3750.269618,7761.672494,8306.833981,8317.53459,0.908618762,0.101148815,0.122270154,0.112671469,0.041697171,0.112077043,0.122270154,0.123590337,0.123097931,1.226805059,4.470908432,4.554774,4.554774,0.254097993,4.554774,4.554774,4.582412,4.554774,0.245065856,66.59995885,71.3984155,42.622351,14.08144377,53.33481725,71.3984155,74.38233875,66.744948,0.73306709,428.8576775,581.999704,264.488127,239.7393202,256.2237065,581.999704,630.5549565,629.348771,1.564861403,209.2299415,224.3047376,133.9020648,44.23816031,167.5562701,224.3047376,233.679009,209.6854383,0.73306709,0.295122302,0.361415293,0,0.125608777,0.291802122,0.361415293,0.370598089,0.380060704,1.298334937,0.224547971,0.240212858,0.176752939,0.024450658,0.208235282,0.240212858,0.244303133,0.244140881,0.315217345,22.10274598,26.28069061,0,7.387761017,21.39550094,26.28069061,26.6775331,26.75145107,1.222742547,13.91930849,17.0654335,0,5.822343872,14.110578,17.0654335,17.27771515,17.36799674,1.30505336,13.77466066,16.3937544,0,4.861631185,13.65026696,16.3937544,16.62404375,16.64975593,1.219340487,172.0673911,215.765396,73.054744,67.73794021,95.42624775,215.765396,232.1379715,228.8701715,1.008082217,31.07447703,39.2280005,12.341721,12.78443874,16.27739025,39.2280005,42.39779175,41.043401,1.063373841,20.51359144,24.91303776,0,7.829691715,20.29151312,24.91303776,25.23522246,25.49032924,1.252166086,0.518731641,0.604605989,0,0.157509364,0.521188671,0.604605989,0.610084989,0.614380959,1.190747363,13.51330276,17.8589656,0,7.741016536,13.29189912,17.8589656,18.15191631,18.35954232,1.820209471,203.1095983,253.6699889,126.8115367,78.09610448,124.5927154,253.6699889,272.738503,267.0728847,0.997228059
No,560,310,435,-250,0.446428571,,613.9296466,619.865024,424.361381,56.56605898,616.0516547,619.865024,632.4438513,608.839494,0.505629561,6106.849268,6167.459443,4118.398727,573.2407774,6134.928628,6167.459443,6295.168646,6215.320804,0.501343595,0.116439114,0.116535259,0.113264205,0.001532671,0.115618154,0.116535259,0.117246444,0.116746996,0.075299691,4.522815,4.513683,4.513683,0.013005228,4.513683,4.513683,4.541079,4.527381,0.00605729,55.6689875,56.6942545,43.413784,4.006570858,56.3980995,56.6942545,57.248664,51.2849665,0.388039894,439.0403621,441.707735,287.972953,44.80370829,437.9076403,441.707735,456.5598118,447.7230175,0.555134824,174.8892822,178.1102534,136.3884249,12.58701357,177.1798551,178.1102534,179.8519823,161.116474,0.388039894,0.356375359,0.361920324,0,0.043484983,0.359869815,0.361920324,0.363920385,0.374187781,1.053851807,0.228752928,0.229547207,0.184910013,0.006436695,0.229145802,0.229547207,0.230684527,0.230089317,0.206900757,24.56630265,24.95620313,0,2.99502481,24.91762198,24.95620313,25.13113634,25.09368987,1.030699702,16.13631201,16.39284846,0,1.960505754,16.34557947,16.39284846,16.5151776,16.52476989,1.029353113,15.49027138,15.74056043,0,1.882028324,15.70605284,15.74056043,15.83205168,15.79361481,1.028604324,165.3251131,167.3885955,71.714457,17.96884104,166.352726,167.3885955,171.049917,165.8056525,0.647887856,29.9817266,30.360745,11.822971,3.490499658,30.021253,30.360745,31.1925875,29.881403,0.717440369,23.5002026,23.84979888,0,2.861868832,23.79525021,23.84979888,24.09242349,24.24359953,1.035688674,0.577669094,0.586194551,0,0.0697456,0.585236585,0.586194551,0.590439827,0.593070022,1.02952722,16.45709932,16.71318544,0,2.03791892,16.63914892,16.71318544,16.91476632,17.0097222,1.042643119,195.4198759,197.3091652,135.0784229,18.0055358,196.0953321,197.3091652,201.3131303,193.79963,0.505629561
Yes,340,360,350,20,0.058823529,,391.681032,393.951142,290.009336,16.30636056,386.275739,393.951142,401.5283165,381.341985,0.327783213,6689.538911,6693.2794,4809.521943,268.7637172,6595.348239,6693.2794,6851.109902,6789.562309,0.333588547,0.053071022,0.052933913,0.052364171,0.000481818,0.052749659,0.052933913,0.053399553,0.053431729,0.036369096,3.147484627,3.14474,3.14474,0.007057439,3.14474,3.14474,3.14474,3.1521495,0.013610233,39.02954054,39.557097,31.38581,2.014278352,39.1783505,39.557097,40.035994,33.8443205,0.247053869,269.0666447,268.498835,191.407904,12.42937323,262.7511785,268.498835,277.4344225,275.016914,0.364571302,122.6149178,124.2722853,98.60143012,6.328042072,123.0824181,124.2722853,125.7767846,106.3250686,0.247053869,0.643039411,0.640348275,0.607172302,0.010424391,0.639205931,0.640348275,0.643308698,0.671520642,0.103897834,0.242022695,0.241959272,0.232761965,0.001469696,0.241479572,0.241959272,0.242816277,0.244030369,0.051477348,26.19483789,26.19726062,24.54413708,0.246433783,26.10966601,26.19726062,26.3347349,26.43357518,0.08055863,18.15867637,18.15049078,17.15001307,0.160060435,18.09909603,18.15049078,18.24691423,18.3721936,0.07515964,17.56771246,17.56631831,16.57212404,0.145829265,17.52551078,17.56631831,17.65388475,17.66978244,0.070149524,89.40046864,89.955955,66.301009,3.686749542,88.216261,89.955955,91.6161165,87.187038,0.325786212,15.61283948,15.673316,11.325516,0.794151881,15.331986,15.673316,16.058467,14.8521345,0.347367563,25.48863736,25.43418098,23.9187316,0.292827531,25.35516403,25.43418098,25.61852642,26.09943418,0.093951698,0.614341954,0.613444956,0.587403295,0.004950835,0.612112774,0.613444956,0.616541716,0.624537505,0.066200199,16.46809661,16.4309494,15.0004931,0.263043119,16.33492903,16.4309494,16.62540205,16.93305858,0.13259517,124.6759447,125.3985432,92.31283873,5.190475774,122.9553865,125.3985432,127.8104327,121.3849238,0.327783213
No,570,600,585,30,0.052631579,,620.3185776,639.787118,322.379493,66.75485099,628.9858748,639.787118,649.217449,635.316185,0.569861584,9809.237864,10119.10823,5136.150178,990.3281796,9969.437497,10119.10823,10199.23488,10191.03912,0.544296777,0.060738118,0.060973839,0.056145793,0.00141658,0.060683939,0.060973839,0.0614564,0.061001554,0.105516467,3.130728557,3.128842,3.128842,0.010132607,3.128842,3.128842,3.128842,3.121705,0.013834479,53.06302715,54.87094317,33.120755,4.58646608,53.04073807,54.87094317,55.2552335,51.7685255,0.449392963,453.6663793,467.0643795,218.32757,53.27756142,460.1815783,467.0643795,475.214594,472.6805635,0.614065414,166.7024163,172.382152,104.0519206,14.40880814,166.6323931,172.382152,173.5894356,162.6356194,0.449392963,0.660570111,0.661721132,0.598702958,0.01279636,0.660753479,0.661721132,0.662808459,0.675216385,0.12842579,0.257053037,0.258534007,0.234470784,0.004830392,0.257966757,0.258534007,0.258941496,0.259277924,0.101396204,28.48747299,28.70037157,24.97453214,0.71167998,28.62675032,28.70037157,28.75408809,28.80115987,0.139810397,19.50759885,19.62532277,17.43840654,0.418556932,19.58645547,19.62532277,19.66608222,19.72027985,0.120498211,18.85344596,18.97520028,16.81983422,0.405526538,18.9325572,18.97520028,19.00117859,19.02672602,0.122128725,140.9716531,145.3951875,73.530032,15.13294806,142.699002,145.3951875,147.579357,144.600925,0.568387099,25.01238941,25.9301495,12.484233,2.901053281,25.41071275,25.9301495,26.3030225,25.600074,0.606529338,27.55768191,27.71269863,24.39712944,0.648415641,27.6506246,27.71269863,27.79861407,27.98200384,0.134472795,0.648047567,0.6505953,0.595734889,0.010595695,0.6496162,0.6505953,0.651947354,0.654821307,0.094085428,18.8019372,18.96891605,15.61824794,0.664548349,18.90356314,18.96891605,19.0849918,19.17600746,0.194335029,197.4535358,203.6505647,102.6165797,21.24872902,200.2124222,203.6505647,206.6523323,202.2274225,0.569861584
No,390,680,535,290,0.743589744,,712.0806579,738.955249,446.061657,76.40639703,712.495351,738.955249,754.186308,590.640728,0.48516023,6795.46674,7041.268152,4185.517693,723.1052126,6761.8361,7041.268152,7206.587522,5732.309154,0.49736483,0.122677558,0.122943404,0.118319884,0.001252123,0.121966964,0.122943404,0.123322834,0.120480916,0.054345812,4.483293835,4.486572,4.486572,0.015578655,4.486572,4.486572,4.486572,4.459744,0.015096044,62.55656387,64.41645,39.754792,6.085977496,62.737749,64.41645,66.008705,51.62538,0.455889042,515.5534137,534.823053,306.042114,58.34962239,514.811216,534.823053,547.659382,428.4548115,0.530444438,196.5272415,202.3702461,124.8933625,19.11966219,197.0964514,202.3702461,207.3724627,162.1859145,0.455889042,0.362666535,0.364233908,0.331188681,0.007511809,0.360470557,0.364233908,0.365791998,0.36389809,0.129617344,0.235091923,0.236808903,0.21658694,0.004943783,0.234958014,0.236808903,0.237833534,0.228076455,0.100903199,25.62124521,25.84829999,22.97399719,0.655182726,25.62627194,25.84829999,25.96447148,24.68732534,0.131031276,16.77341032,16.88835107,15.27194294,0.353235429,16.78531931,16.88835107,16.95705228,16.31881854,0.114759017,16.10884376,16.23406689,14.6353389,0.358720285,16.13574219,16.23406689,16.29511829,15.59967163,0.114288145,192.638551,200.20689,120.55169,20.60488933,192.671994,200.20689,204.162571,160.4086185,0.484360719,36.33536876,37.725674,22.873515,4.055261079,36.506962,37.725674,38.536418,30.416161,0.474868306,24.38659894,24.54363489,22.0930244,0.52701884,24.39626108,24.54363489,24.67431665,23.79968811,0.125377826,0.595492777,0.598266183,0.554716488,0.009244642,0.595719857,0.598266183,0.600516004,0.585189678,0.090569551,17.38782528,17.54402308,15.15347104,0.521665826,17.3979699,17.54402308,17.68965222,16.73195358,0.168813944,226.6623132,235.2167612,141.9858353,24.32091154,226.7943141,235.2167612,240.0649579,188.0067829,0.48516023
Yes,310,370,340,60,0.193548387,,391.6402175,409.300087,213.150753,45.57253512,385.862144,409.300087,415.375431,394.926957,0.556557065,6442.804642,6771.980205,3386.848506,797.6131505,6409.679248,6771.980205,6826.86627,6457.859144,0.576203815,0.053895592,0.054094,0.054164975,0.000583323,0.05397516,0.054094,0.054150453,0.054071625,0.059621457,3.144544613,3.14474,3.14474,0.001692098,3.14474,3.14474,3.14474,3.14474,0.004660134,40.58667538,41.955085,26.04919384,3.688451289,39.8849985,41.955085,42.789486,41.25727,0.445932932,264.1355693,278.140726,131.375301,34.47242858,262.4210675,278.140726,280.931436,265.3134195,0.609725307,127.5068012,131.8057868,81.83595601,11.58761147,125.3024183,131.8057868,134.4271349,129.6135363,0.445932932,0.622665524,0.628409236,0.535654802,0.018567926,0.626024376,0.628409236,0.629759541,0.620846293,0.18315367,0.240149976,0.241837093,0.222689561,0.004249449,0.240816068,0.241837093,0.242155646,0.240175902,0.08537783,25.93284737,26.23511462,22.76662455,0.76898616,26.02047065,26.23511462,26.28580612,25.97063988,0.14252928,17.97492435,18.16283258,15.90881929,0.486165583,18.06195797,18.16283258,18.19436653,17.99688,0.132371554,17.42174147,17.60359693,15.44889354,0.469418176,17.46164894,17.60359693,17.63291412,17.45165212,0.131600436,89.68603053,93.71323,49.155798,10.31388295,88.498786,93.71323,95.0877765,90.491171,0.551279243,16.54226312,17.35151,8.344249,2.012927612,16.5792125,17.35151,17.592218,16.8868345,0.602489631,25.10148375,25.387866,21.81085748,0.758518616,25.28066563,25.387866,25.42533372,25.11280595,0.152183855,0.607691092,0.61266446,0.549544823,0.013250492,0.610854138,0.61266446,0.613295937,0.607983507,0.110589342,16.21596922,16.48655162,13.19405805,0.711213495,16.3694238,16.48655162,16.53384541,16.24544273,0.213864074,124.6629531,130.2842641,67.84799193,14.50618847,122.8237351,130.2842641,132.2181062,125.7091547,0.556557065
Yes,560,520,540,-40,0.071428571,,559.8131566,584.831972,203.942242,87.24377783,575.1559033,584.831972,591.2771488,578.1662795,0.719691873,8668.113212,9016.020745,3106.942482,1353.124556,8918.315144,9016.020745,9121.625757,9079.522196,0.730643698,0.060465607,0.061249531,0.043810786,0.002868672,0.061067385,0.061249531,0.061377682,0.061204731,0.295911711,3.129905087,3.128842,3.128842,0.013456055,3.128842,3.128842,3.128842,3.1151905,0.036926679,50.42171705,52.12259601,28.605343,5.367472026,51.2262255,52.12259601,52.693979,49.422534,0.501600788,401.4205675,420.052485,102.445865,70.89124108,414.419175,420.052485,425.9047865,422.900808,0.850016804,158.4044959,163.7479647,89.86633542,16.86241069,160.9319337,163.7479647,165.5430173,155.2654697,0.501600788,0.6392275,0.644960471,0.474068118,0.030082476,0.643527288,0.644960471,0.646794262,0.658408431,0.315157342,0.251542117,0.253458098,0.215490863,0.007774053,0.25312936,0.253458098,0.253956413,0.254380255,0.164683108,27.71373033,28.04506747,21.50153182,1.321232755,27.9995964,28.04506747,28.11218144,28.16430418,0.252593222,19.04614243,19.26197707,14.80461032,0.856055334,19.23553301,19.26197707,19.29393898,19.36526293,0.252122731,18.42475203,18.62335442,14.67235301,0.787167314,18.59728732,18.62335442,18.65843925,18.6917164,0.229183017,127.721832,133.3011005,47.085265,19.74824858,131.394361,133.3011005,134.8491688,132.047021,0.713828447,23.84816479,24.9515315,8.219165,3.815537097,24.53984125,24.9515315,25.2293685,23.804977,0.75097808,26.77463033,27.11938105,20.03087993,1.357283274,27.06144657,27.11938105,27.16563343,27.35490837,0.290080723,0.635188476,0.641160353,0.516248041,0.023510825,0.640229954,0.641160353,0.641901982,0.644881287,0.213613284,18.09585059,18.4481733,11.40755269,1.347008026,18.38986763,18.4481733,18.48276808,18.62717934,0.421408731,178.1940621,186.1577984,64.91683184,27.77055699,183.0778101,186.1577984,188.2093619,184.0360426,0.719691873
No,900,830,865,-70,0.077777778,,947.7923496,950.832985,803.203536,30.47897869,933.1533348,950.832985,964.714414,951.8366785,0.193278358,8705.340695,8736.330211,7396.692644,269.3108514,8582.118808,8736.330211,8906.233382,8782.454512,0.187521217,0.131859781,0.1319794,0.128466004,0.000656116,0.13163448,0.1319794,0.132359366,0.132050002,0.0317188,4.495084197,4.500359,4.500359,0.013139692,4.500359,4.500359,4.500359,4.4737165,0.017875082,77.40569457,77.5440735,70.324108,2.005743358,76.04193975,77.5440735,78.78265575,75.437094,0.130323952,704.6151846,707.536944,582.273833,25.4876206,693.130139,707.536944,724.2453755,714.844055,0.218484299,243.1771614,243.6118916,220.9297011,6.301228599,238.8927993,243.6118916,247.5030125,236.9926203,0.130323952,0.36959988,0.368889646,0.355653045,0.003545674,0.368549034,0.368889646,0.371342691,0.374748603,0.072186214,0.24956468,0.249739603,0.239796997,0.002036056,0.248625539,0.249739603,0.2512005,0.250274735,0.049163353,27.2008413,27.21534375,26.1338605,0.215399036,27.1110681,27.21534375,27.34754692,27.31568769,0.050858593,17.59414838,17.59552506,16.9948051,0.123290035,17.54661855,17.59552506,17.66009457,17.6917323,0.047739114,16.91330953,16.91712517,16.34965728,0.115435873,16.86426065,16.91712517,16.98313785,16.9813491,0.044195602,258.7892144,259.730533,219.21898,8.248424395,254.970216,259.730533,263.701013,259.8742825,0.192691357,50.48538178,50.783093,43.047524,1.524132807,49.97131375,50.783093,51.1246845,50.4300935,0.189013189,25.6247201,25.62896399,24.68797441,0.195313458,25.55626813,25.62896399,25.74393064,25.81448028,0.054591205,0.616636791,0.616716584,0.600750695,0.003285664,0.615497614,0.616716584,0.618639344,0.619801829,0.03825157,18.75928498,18.76780675,17.81355967,0.194930722,18.67857179,18.76780675,18.8657726,18.93354533,0.072402889,301.6916749,302.6595392,255.6676261,9.701760239,297.0319318,302.6595392,307.0781353,302.9790248,0.193278358
No,580,260,420,-320,0.551724138,,526.7369784,616.359401,271.251812,160.2176711,343.009842,616.359401,653.219729,443.850547,0.812272684,4990.457659,5646.274531,3395.258427,1132.18365,3608.096659,5646.274531,5906.295081,4549.110238,0.628890233,0.086205195,0.115471469,0.000846333,0.049836771,0.051916485,0.115471469,0.117129471,0.056798915,1.391068679,4.131751877,4.08938,4.08938,0.39936649,4.066712,4.08938,4.08938,4.4479365,0.533491619,67.16319693,62.310146,85.742813,13.56093518,59.930202,62.310146,70.328174,73.3314975,0.780374348,315.7375692,427.66219,1.882816,193.1674201,122.067365,427.66219,457.316539,213.4728495,1.582668747,210.9994061,195.7530969,269.3689914,42.60293433,188.2762823,195.7530969,220.9424748,230.3776938,0.780374348,0.263786188,0.366102892,0,0.161276666,0.010956935,0.366102892,0.367401277,0.184555004,1.438332877,0.215135033,0.230069872,0.175922481,0.023664132,0.18130833,0.230069872,0.232040395,0.202996176,0.276670151,18.76331967,24.97889506,0,10.0301393,6.879196951,24.97889506,25.25375567,12.48944753,1.386987544,11.56515022,16.64686995,0,8.255238431,0.867378866,16.64686995,16.81060069,8.323434976,1.997306473,11.68779873,16.06473577,0,7.095189108,3.448025431,16.06473577,16.19127805,8.032367887,1.677536719,131.7696275,156.367562,65.261465,41.88917656,76.671173,156.367562,165.207506,110.916574,0.851979057,23.61173852,28.272156,11.311847,7.999785839,12.962759,28.272156,29.855409,19.884533,0.908580619,17.14611524,23.68297241,0,10.49880186,3.647886995,23.68297241,23.94679167,11.82882721,1.631778676,0.451613614,0.583260755,0,0.213734242,0.198474854,0.583260755,0.587894741,0.291407235,1.319898761,10.58494991,16.85344377,0,10.2244309,0,16.85344377,17.12535797,8.383655166,2.720334815,167.6655876,196.1932908,86.3421334,50.99886866,109.1834238,196.1932908,207.9262976,141.2820171,0.812272684
No,340,250,295,-90,0.264705882,,259.0289358,232.389062,159.095045,94.46132893,173.496839,232.389062,360.4505655,262.23677,1.109638952,4603.388423,4023.090276,4023.090276,1191.636766,3606.898576,4023.090276,5866.884402,4611.69019,0.793157327,0.028758517,0.048179852,0.000983141,0.025370614,0.000974924,0.048179852,0.052481435,0.027857802,1.876662988,3.594937338,3.04624,3.019121,0.767273809,3.019121,3.04624,4.1842585,3.082762,0.673336076,44.34073747,41.047643,49.871169,9.391053506,37.00394507,41.047643,53.324463,41.90403759,0.732680214,119.7516627,135.267593,2.420143,114.1877465,2.420143,135.267593,241.395416,130.676533,2.343341191,139.3005351,128.9549737,156.6748982,29.5028647,116.251322,128.9549737,167.5237412,131.6454166,0.732680214,0.311741991,0.106322842,0,0.303243429,0.016300657,0.106322842,0.629031848,0.400528356,2.228554028,0.203822913,0.179716335,0.169338879,0.032852871,0.171868563,0.179716335,0.238675059,0.212161801,0.375079092,15.18131219,13.5444669,0,10.28594132,6.433553056,13.5444669,25.65234898,19.9431388,1.747734894,9.29643111,7.549690653,0,8.351936175,0.856808756,7.549690653,17.91877702,13.05025733,2.05318168,9.851371665,9.22395284,0,7.366485125,3.009423641,9.22395284,17.36886221,13.54540608,1.825619136,56.47585458,44.526578,28.771061,21.35974418,38.6026615,44.526578,80.0723105,57.8022225,1.115281362,9.194786085,7.317522,4.537512,3.990230872,5.847804,7.317522,13.8041115,8.9033545,1.194494347,13.53251198,10.45208995,0,10.88976817,3.211757013,10.45208995,24.83305955,18.19084514,1.925449944,0.371243164,0.325919838,0,0.231779644,0.191100257,0.325919838,0.603236065,0.473825708,1.680382084,5.464800349,1.247594151,0,10.25928393,-5.583046342,1.247594151,16.02911221,9.047624378,4.584089993,82.45147109,73.97173588,50.64152567,30.06797486,55.22575908,73.97173588,114.7349785,83.47255641,1.109638952
